step,seed0,seed1,seed2,seed3,seed4,seed5,meanfield
2.460000000000000000e+05,2.935920016997030313e+00,2.939711190887122960e+00,2.897447541820287853e+00,2.854579285599987859e+00,2.924643010133171295e+00,2.928006305491106520e+00,3.188507108357239161e+00
2.470000000000000000e+05,2.938119526077338506e+00,2.943417844135672645e+00,2.900579377000615633e+00,2.857797071107041287e+00,2.929680502449180768e+00,2.931159823240143236e+00,3.193210769990408870e+00
2.480000000000000000e+05,2.942235214921050446e+00,2.948180928858947780e+00,2.904462555704466986e+00,2.860801324286083691e+00,2.933719850951640673e+00,2.934738811899870292e+00,3.197906726762136387e+00
2.490000000000000000e+05,2.945196884249500879e+00,2.952155539229243342e+00,2.908471652630046922e+00,2.864621581053873101e+00,2.940261866183622175e+00,2.939277299091939799e+00,3.202595010030605760e+00
2.500000000000000000e+05,2.947949668958684821e+00,2.954984502878259089e+00,2.912685399485261062e+00,2.868211161322616221e+00,2.944030196366499652e+00,2.941866609074483829e+00,3.207275650942527090e+00
2.510000000000000000e+05,2.951586686096931089e+00,2.958145068204403927e+00,2.915782897823198550e+00,2.872111184975569831e+00,2.946813384512307010e+00,2.944794963126298182e+00,3.211948680435166459e+00
2.520000000000000000e+05,2.955004696723063873e+00,2.961806187172524307e+00,2.918520701146756213e+00,2.875438951693954692e+00,2.950146558222192628e+00,2.948781520026147795e+00,3.216614129238351882e+00
2.530000000000000000e+05,2.957607131430863401e+00,2.964284723091157314e+00,2.921661138578211858e+00,2.878125237046174068e+00,2.953316939630921123e+00,2.952935399086968005e+00,3.221272027876453503e+00
2.540000000000000000e+05,2.961311217380586225e+00,2.967181807147567518e+00,2.925570182878253434e+00,2.882178304127061441e+00,2.957207036857217197e+00,2.954983333006638180e+00,3.225922406670338916e+00
2.550000000000000000e+05,2.965085117085314970e+00,2.971285847586546680e+00,2.929504608568701762e+00,2.884507272318000748e+00,2.960310309280167473e+00,2.957968636138522012e+00,3.230565295739303178e+00
2.560000000000000000e+05,2.967402371682694273e+00,2.973440537390491745e+00,2.933754305097632908e+00,2.887112842739763874e+00,2.963527226719434804e+00,2.962128877038381347e+00,3.235200725002977062e+00
2.570000000000000000e+05,2.969591608215226053e+00,2.976648525644227217e+00,2.936696012330934025e+00,2.889700060433422202e+00,2.967197125271428426e+00,2.965009540452698822e+00,3.239828724183209108e+00
2.580000000000000000e+05,2.973132014918580701e+00,2.979363657680301092e+00,2.939703511239927014e+00,2.892630118509093240e+00,2.971445406997323957e+00,2.968072012321234077e+00,3.244449322805926794e+00
2.590000000000000000e+05,2.978134656576042705e+00,2.982688422336476464e+00,2.944682695276304774e+00,2.896937507197396844e+00,2.974885755743339466e+00,2.973072176961800483e+00,3.249062550202971966e+00
2.600000000000000000e+05,2.980625158187755197e+00,2.987051526463321949e+00,2.947007484156552337e+00,2.900237028153756835e+00,2.979462457650496443e+00,2.976681238176213551e+00,3.253668435513917156e+00
2.610000000000000000e+05,2.983108024259716995e+00,2.990211590100308570e+00,2.950048954817654501e+00,2.903958987739465147e+00,2.981615175170359677e+00,2.979769142410205518e+00,3.258267007687857042e+00
2.620000000000000000e+05,2.987030331854178655e+00,2.995270911400909508e+00,2.955430396561095741e+00,2.905865815111249528e+00,2.984600584804075751e+00,2.983693241184735889e+00,3.262858295485178139e+00
2.630000000000000000e+05,2.990877235610841733e+00,2.997979994565376227e+00,2.957401857635018949e+00,2.907755644157898001e+00,2.987876363125011370e+00,2.988362224873320816e+00,3.267442327479308961e+00
2.640000000000000000e+05,2.995048218608260537e+00,3.000367323538353226e+00,2.960289206706246734e+00,2.909838898261809526e+00,2.992111239060382122e+00,2.992969632689210790e+00,3.272019132058446633e+00
2.650000000000000000e+05,2.998153468573534042e+00,3.002228390733082009e+00,2.963404861394126399e+00,2.913223809781205986e+00,2.995314533496062914e+00,2.996710798278160226e+00,3.276588737427264419e+00
2.660000000000000000e+05,3.000757211525627355e+00,3.004949946997987009e+00,2.967070629199854537e+00,2.915700621838478224e+00,2.998138915543705263e+00,3.001400369444574334e+00,3.281151171608596595e+00
2.670000000000000000e+05,3.004470446199907663e+00,3.007827034250315723e+00,2.970942036184089030e+00,2.917822644551806732e+00,3.000958615603092294e+00,3.003937316473107799e+00,3.285706462445106002e+00
2.680000000000000000e+05,3.007374331518879895e+00,3.010788001023388727e+00,2.973891452364727961e+00,2.922459736074821457e+00,3.003724567820837965e+00,3.007049799809656143e+00,3.290254637600927623e+00
2.690000000000000000e+05,3.009404602619052405e+00,3.014527657533927485e+00,2.976117336295001081e+00,2.924841152367962049e+00,3.006945149888294200e+00,3.009632120174552838e+00,3.294795724563297501e+00
2.700000000000000000e+05,3.013707235937914675e+00,3.018807454373060306e+00,2.979981483234469319e+00,2.928260181926308547e+00,3.009617363596855721e+00,3.012618265932113015e+00,3.299329750644156789e+00
2.710000000000000000e+05,3.015817747411051908e+00,3.021984973179570044e+00,2.982590937040284107e+00,2.931101515459962670e+00,3.012400403473054489e+00,3.014898025617593014e+00,3.303856742981741590e+00
2.720000000000000000e+05,3.018630976427454815e+00,3.024707264541047991e+00,2.986117274498426344e+00,2.933243168040518878e+00,3.015605443750362546e+00,3.018583704615013907e+00,3.308376728542149703e+00
2.730000000000000000e+05,3.022652706072308515e+00,3.027555122377918018e+00,2.988482853745785484e+00,2.936258216156486966e+00,3.018581013205890340e+00,3.022617812680690630e+00,3.312889734120893159e+00
2.740000000000000000e+05,3.026658159492919609e+00,3.031036652919194996e+00,2.990791013943773446e+00,2.940480175668057417e+00,3.021947528639336689e+00,3.026489993454925198e+00,3.317395786344428554e+00
2.750000000000000000e+05,3.029911371071728698e+00,3.034938247243664566e+00,2.994863302521615367e+00,2.942709544566955326e+00,3.025163602428371235e+00,3.029817564604712299e+00,3.321894911671671391e+00
2.760000000000000000e+05,3.032604837184403657e+00,3.039761006595755877e+00,2.997993729225484127e+00,2.945735506677108262e+00,3.029164237780456848e+00,3.033671434033911929e+00,3.326387136395492661e+00
2.770000000000000000e+05,3.036307765801930181e+00,3.043203472947108246e+00,2.999836889915520555e+00,2.949415988773244290e+00,3.032060696354879514e+00,3.036005747222112472e+00,3.330872486644197661e+00
2.780000000000000000e+05,3.039790940081633863e+00,3.046150784742208018e+00,3.003683233441486244e+00,2.955883972642272983e+00,3.033876748168582882e+00,3.040471933880709798e+00,3.335350988382987047e+00
2.790000000000000000e+05,3.042973659188983770e+00,3.048654513936276622e+00,3.006936326423864436e+00,2.959614764234841822e+00,3.036735314640930827e+00,3.042703198489464356e+00,3.339822667415401902e+00
2.800000000000000000e+05,3.046767774609396184e+00,3.052199151552818179e+00,3.010629914651334449e+00,2.963419948040108665e+00,3.039472923511512992e+00,3.045790267623905034e+00,3.344287549384751479e+00
2.810000000000000000e+05,3.048948979736473497e+00,3.054485246400076459e+00,3.012826839428518255e+00,2.965810732960773688e+00,3.042174300020717315e+00,3.049970653013943434e+00,3.348745659775524075e+00
2.820000000000000000e+05,3.052219696676394367e+00,3.057289201349375318e+00,3.016558802278506590e+00,2.968110456187790014e+00,3.043569607455250736e+00,3.052643842491021609e+00,3.353197023914781916e+00
2.830000000000000000e+05,3.055137885629239047e+00,3.060435329852674968e+00,3.019603924050747068e+00,2.972741236873186477e+00,3.047701365892435010e+00,3.055952897605904717e+00,3.357641666973541827e+00
2.840000000000000000e+05,3.059761919912981298e+00,3.063021547452292381e+00,3.022024269887911174e+00,2.975153726812937105e+00,3.051576133697661231e+00,3.059587426253623121e+00,3.362079613968135927e+00
2.850000000000000000e+05,3.063894621331953338e+00,3.066572230491644291e+00,3.026076896448825604e+00,2.978248609130080382e+00,3.054841987229047096e+00,3.062061894215620583e+00,3.366510889761561653e+00
2.860000000000000000e+05,3.068774835641272514e+00,3.070100685213143166e+00,3.030547569363057470e+00,2.980240991558072761e+00,3.058336981131046350e+00,3.065011249948371042e+00,3.370935519064812258e+00
2.870000000000000000e+05,3.072648092825994937e+00,3.073231320794966415e+00,3.034473418144552959e+00,2.984965210962944759e+00,3.060460041896949424e+00,3.067310391850027518e+00,3.375353526438194862e+00
2.880000000000000000e+05,3.074955539050957309e+00,3.076303265290188271e+00,3.038288839151523923e+00,2.987709686734193237e+00,3.062888701119617085e+00,3.069815451649980709e+00,3.379764936292632971e+00
2.890000000000000000e+05,3.076768838665474792e+00,3.079677061904384061e+00,3.040735533652637379e+00,2.990542654906349629e+00,3.064990799431399182e+00,3.072675767345840470e+00,3.384169772890953443e+00
2.900000000000000000e+05,3.079518211921086213e+00,3.083614881959437781e+00,3.042681206255251514e+00,2.993092025215014829e+00,3.066786529576277065e+00,3.076492405469194225e+00,3.388568060349158806e+00
2.910000000000000000e+05,3.082073864868644542e+00,3.085783059124080019e+00,3.044716179464244110e+00,2.995784558141887821e+00,3.070395634721228006e+00,3.079485071115361627e+00,3.392959822637688028e+00
2.920000000000000000e+05,3.084567976304501968e+00,3.089035981826151911e+00,3.048117421239896707e+00,2.998059020174591804e+00,3.075442779509119706e+00,3.083374801788734576e+00,3.397345083582658631e+00
2.930000000000000000e+05,3.087511192456565912e+00,3.092544801609169447e+00,3.052397814437956658e+00,3.000920173084661524e+00,3.079988290904225767e+00,3.086070249638953378e+00,3.401723866867099488e+00
2.940000000000000000e+05,3.089584837802923811e+00,3.095874180924865104e+00,3.055466121174909677e+00,3.004954491134971040e+00,3.083535110363759379e+00,3.088220485604927568e+00,3.406096196032166290e+00
2.950000000000000000e+05,3.093030467598929967e+00,3.097514407342208731e+00,3.057988711724330511e+00,3.007640741849681998e+00,3.087217470619665338e+00,3.091526357488811882e+00,3.410462094478345918e+00
2.960000000000000000e+05,3.096079021275211396e+00,3.100884290184112935e+00,3.059816024751015551e+00,3.011151557008818092e+00,3.090790774869998092e+00,3.095468332811483592e+00,3.414821585466646159e+00
2.970000000000000000e+05,3.098684889415065591e+00,3.103762866529033548e+00,3.061830870618491574e+00,3.014644136630943105e+00,3.093128787259304513e+00,3.097935894248120547e+00,3.419174692119772541e+00
2.980000000000000000e+05,3.101643964758836081e+00,3.109097242751352574e+00,3.065186195896141275e+00,3.018003046916966969e+00,3.096919807130826818e+00,3.100184392707113545e+00,3.423521437423292735e+00
2.990000000000000000e+05,3.105585501186927111e+00,3.112667859252676639e+00,3.069757243555904402e+00,3.020519506370063390e+00,3.099085694377414324e+00,3.101826466625626555e+00,3.427861844226787635e+00
3.000000000000000000e+05,3.108870964884197452e+00,3.115338934423825812e+00,3.072914528040796345e+00,3.022493451895783334e+00,3.102760799543250680e+00,3.104093590642873490e+00,3.432195935244989116e+00
3.010000000000000000e+05,3.111763829135023585e+00,3.118576710604921587e+00,3.075302958827462962e+00,3.024895953243942337e+00,3.105444574605089603e+00,3.108689012405870589e+00,3.436523733058907126e+00
3.020000000000000000e+05,3.115662124225362373e+00,3.121225248818540798e+00,3.078522096268038410e+00,3.029147974759010875e+00,3.110702382843116176e+00,3.112100795627351868e+00,3.440845260116943027e+00
3.030000000000000000e+05,3.117951566200634517e+00,3.123066550827751531e+00,3.082164764819194325e+00,3.031370401055342167e+00,3.112802319008467045e+00,3.114160895220949854e+00,3.445160538735991373e+00
3.040000000000000000e+05,3.120399399935819940e+00,3.124853060991488185e+00,3.086384139339729327e+00,3.033176808745349451e+00,3.115859805512290137e+00,3.117701260365187466e+00,3.449469591102530153e+00
3.050000000000000000e+05,3.124017512967083743e+00,3.128510326343790560e+00,3.090047527511254444e+00,3.036914611763892768e+00,3.118436168224042238e+00,3.120254702433762795e+00,3.453772439273697259e+00
3.060000000000000000e+05,3.126825035202419389e+00,3.131671096119506004e+00,3.093456995437676937e+00,3.038823863846126017e+00,3.122492332845773877e+00,3.123580365981057483e+00,3.458069105178358527e+00
3.070000000000000000e+05,3.130869831023263661e+00,3.136279872919499834e+00,3.098885478824198181e+00,3.042298719476066005e+00,3.126484579022777321e+00,3.127086588621435848e+00,3.462359610618161554e+00
3.080000000000000000e+05,3.133301209356794015e+00,3.138020619771877406e+00,3.101734694213581278e+00,3.044044237569302425e+00,3.127922763697983388e+00,3.129591750823666363e+00,3.466643977268579313e+00
3.090000000000000000e+05,3.135340608644027416e+00,3.140772522192344596e+00,3.104511300275134111e+00,3.047224669540874231e+00,3.129924939533502481e+00,3.132228249062257497e+00,3.470922226679942657e+00
3.100000000000000000e+05,3.137522266280166061e+00,3.143878223633408187e+00,3.108261823763313725e+00,3.051408170517528884e+00,3.132719229697312979e+00,3.134825700428478523e+00,3.475194380278461725e+00
3.110000000000000000e+05,3.140706675413255322e+00,3.147167212755689114e+00,3.111009585444765690e+00,3.053461525685281952e+00,3.136184281426531495e+00,3.138085204779050841e+00,3.479460459367236247e+00
3.120000000000000000e+05,3.143956761559973945e+00,3.149848014510860938e+00,3.112959583023448662e+00,3.056096368245483141e+00,3.139058562158061783e+00,3.140744041757480343e+00,3.483720485127254740e+00
3.130000000000000000e+05,3.146515307704485398e+00,3.152888660651381958e+00,3.115475493879043878e+00,3.058484258205525830e+00,3.142354263094006228e+00,3.144320125144689282e+00,3.487974478618384833e+00
3.140000000000000000e+05,3.148450257240865469e+00,3.156230045880336732e+00,3.119457816617788648e+00,3.061949013110218498e+00,3.145667003962377972e+00,3.147513456692229816e+00,3.492222460780350257e+00
3.150000000000000000e+05,3.152205767846007145e+00,3.160718640638059629e+00,3.122104598184621604e+00,3.065008362868004710e+00,3.149140540898529128e+00,3.150260438449852263e+00,3.496464452433700743e+00
3.160000000000000000e+05,3.154715770943825603e+00,3.164097706764902096e+00,3.123995896578759535e+00,3.067280665605211620e+00,3.152178132903095342e+00,3.156341337225572641e+00,3.500700474280769026e+00
3.170000000000000000e+05,3.157282903573126465e+00,3.166594863908671176e+00,3.126718130978685117e+00,3.070557484469532916e+00,3.155977804215749138e+00,3.159928607902337649e+00,3.504930546906619870e+00
3.180000000000000000e+05,3.162225096274760450e+00,3.169219051802852682e+00,3.129337388675120568e+00,3.073482046941807155e+00,3.159217238379985027e+00,3.161934652022391656e+00,3.509154690779986652e+00
3.190000000000000000e+05,3.164450639725236325e+00,3.172027911893597452e+00,3.131883396479513415e+00,3.076989521946264627e+00,3.161959540634073917e+00,3.163669797501981851e+00,3.513372926254201722e+00
3.200000000000000000e+05,3.167342419664101794e+00,3.175490222384063088e+00,3.136063314389438084e+00,3.080005869892368242e+00,3.165140103301248065e+00,3.166006577501156993e+00,3.517585273568113902e+00
3.210000000000000000e+05,3.169662224488755342e+00,3.178357937665675870e+00,3.138811139519556814e+00,3.082508838810483986e+00,3.167262898680002436e+00,3.169173958593775708e+00,3.521791752846997525e+00
3.220000000000000000e+05,3.172621430611073823e+00,3.180693984242890071e+00,3.141840198387687355e+00,3.085337118066609818e+00,3.170506428369315621e+00,3.171750725056001752e+00,3.525992384103452615e+00
3.230000000000000000e+05,3.176619975216968594e+00,3.183456751480657765e+00,3.145492372465044539e+00,3.089652599135010558e+00,3.173688420358713902e+00,3.173982534412473910e+00,3.530187187238295721e+00
3.240000000000000000e+05,3.180915138268165077e+00,3.186719612505910515e+00,3.148182757520627817e+00,3.093472424286357825e+00,3.176717897758375209e+00,3.175888512985040268e+00,3.534376182041440106e+00
3.250000000000000000e+05,3.183315422744667167e+00,3.190178962572840504e+00,3.152043849952155696e+00,3.097926165378857455e+00,3.178490663407517847e+00,3.178200991298254507e+00,3.538559388192769273e+00
3.260000000000000000e+05,3.185757798275607566e+00,3.192910778679555861e+00,3.156099209855100174e+00,3.102041497980440266e+00,3.181042216166088732e+00,3.180800278147414062e+00,3.542736825262998490e+00
3.270000000000000000e+05,3.188736789797878224e+00,3.195988285983441202e+00,3.158526443202656520e+00,3.105022095891063927e+00,3.183607829577437265e+00,3.184591453978692144e+00,3.546908512714531447e+00
3.280000000000000000e+05,3.191807379239040898e+00,3.198740142558128330e+00,3.160268504075094409e+00,3.108526424452898507e+00,3.186892667530153656e+00,3.187556992372023501e+00,3.551074469902303576e+00
3.290000000000000000e+05,3.194401660490711503e+00,3.201022863580741618e+00,3.162740141831463792e+00,3.110411303045137021e+00,3.190535951669820403e+00,3.190117576606686711e+00,3.555234716074621382e+00
3.300000000000000000e+05,3.197741872034320920e+00,3.204139117012866578e+00,3.164919730188523239e+00,3.113031365763162306e+00,3.192687059323763066e+00,3.192797447315186776e+00,3.559389270373989334e+00
3.310000000000000000e+05,3.201786292647963883e+00,3.206696126969953209e+00,3.167550273343560541e+00,3.116506642521796433e+00,3.195477896481097257e+00,3.195282840472583707e+00,3.563538151837930990e+00
3.320000000000000000e+05,3.206183368016612523e+00,3.211376748337192666e+00,3.171527814103838327e+00,3.120987523977846401e+00,3.197741955284738147e+00,3.199145303470544377e+00,3.567681379399800345e+00
3.330000000000000000e+05,3.208324707982736168e+00,3.214661265804367396e+00,3.175354379890155343e+00,3.123022516748785282e+00,3.201620797554835640e+00,3.202493569086119596e+00,3.571818971889586525e+00
3.340000000000000000e+05,3.210448201697079451e+00,3.217166519717042927e+00,3.177490221162555084e+00,3.126621735910888766e+00,3.204908427529824966e+00,3.204448462703993972e+00,3.575950948034708254e+00
3.350000000000000000e+05,3.213378913147700633e+00,3.219571612300296426e+00,3.180914974247861959e+00,3.128316103509358292e+00,3.207777946343592479e+00,3.207448910314131041e+00,3.580077326460802567e+00
3.360000000000000000e+05,3.215780942785001706e+00,3.221496384331275831e+00,3.183793420304310118e+00,3.133529787356160057e+00,3.209798682296258310e+00,3.210385889581730545e+00,3.584198125692503734e+00
3.370000000000000000e+05,3.217755956127118733e+00,3.223842487535759194e+00,3.186058424565245684e+00,3.136678683316211913e+00,3.213022949771877190e+00,3.212473881567408096e+00,3.588313364154215535e+00
3.380000000000000000e+05,3.219911495058914053e+00,3.226518392422165871e+00,3.189989289913268689e+00,3.140326549972208614e+00,3.216487247776411706e+00,3.215896228894620013e+00,3.592423060170875981e+00
3.390000000000000000e+05,3.222892633974649979e+00,3.229872324397856875e+00,3.193296911467538468e+00,3.142857935334073094e+00,3.218187859085715807e+00,3.218377664235383406e+00,3.596527231968714045e+00
3.400000000000000000e+05,3.225585981479105691e+00,3.232380520565043991e+00,3.195519052925212211e+00,3.145126068731515012e+00,3.220755800424117243e+00,3.221769638045177686e+00,3.600625897675997944e+00
3.410000000000000000e+05,3.229566708072931114e+00,3.236025916177724504e+00,3.198210795769595549e+00,3.147256979063913551e+00,3.224252447382618403e+00,3.223224679042301588e+00,3.604719075323777666e+00
3.420000000000000000e+05,3.232211241258660550e+00,3.238563555903095637e+00,3.201087613652616959e+00,3.149257346231716159e+00,3.226510857694588452e+00,3.227031827286812593e+00,3.608806782846619488e+00
3.430000000000000000e+05,3.235951771992743531e+00,3.240457441215955470e+00,3.204818764845275059e+00,3.150927511841443707e+00,3.228553087084689022e+00,3.231471470235882659e+00,3.612889038083333837e+00
3.440000000000000000e+05,3.240797348491781360e+00,3.243576092683699397e+00,3.208958200048790843e+00,3.153694869133032430e+00,3.232310820323346601e+00,3.234136549577712572e+00,3.616965858777693832e+00
3.450000000000000000e+05,3.243864870906427722e+00,3.245707564144060697e+00,3.214152435016013776e+00,3.156870589951394024e+00,3.234969282072230889e+00,3.235422866179106904e+00,3.621037262579149374e+00
3.460000000000000000e+05,3.248439262288222551e+00,3.249308330289800040e+00,3.217718046773542007e+00,3.161122806503291915e+00,3.240427332242846958e+00,3.237804392389493469e+00,3.625103267043533695e+00
3.470000000000000000e+05,3.251434972428373538e+00,3.252362380860256863e+00,3.219046469088515661e+00,3.164110938622394009e+00,3.242545695497811131e+00,3.239835622443331786e+00,3.629163889633761908e+00
3.480000000000000000e+05,3.256929664069802222e+00,3.254740982772658331e+00,3.222715123278160121e+00,3.166529982676994148e+00,3.244150173349882760e+00,3.242415817174301385e+00,3.633219147720523345e+00
3.490000000000000000e+05,3.258880377468135414e+00,3.257373943400948324e+00,3.225501906191916568e+00,3.168034452202032725e+00,3.248193244606877084e+00,3.245611802902228060e+00,3.637269058582967229e+00
3.500000000000000000e+05,3.261270946106678004e+00,3.260184260280033275e+00,3.227905959171672112e+00,3.170627796277869948e+00,3.251012093405105663e+00,3.247098932084514278e+00,3.641313639409383018e+00
3.510000000000000000e+05,3.265619426750133947e+00,3.262329565827421174e+00,3.231108755677886357e+00,3.173252795238988622e+00,3.252708306498900193e+00,3.249954691513648797e+00,3.645352907297870981e+00
3.520000000000000000e+05,3.268050602542666105e+00,3.265341883395857181e+00,3.233025678114936685e+00,3.177517979533433845e+00,3.256526962549214144e+00,3.252338641727294810e+00,3.649386879257009664e+00
3.530000000000000000e+05,3.272153794470063826e+00,3.268517913469360270e+00,3.236340218330981511e+00,3.180243168231103645e+00,3.259089350502377247e+00,3.255497868788457705e+00,3.653415572206514472e+00
3.540000000000000000e+05,3.274099141115029976e+00,3.270558166223424212e+00,3.238466353759158256e+00,3.183574749037137330e+00,3.262119637511794235e+00,3.259186377555912451e+00,3.657439002977892706e+00
3.550000000000000000e+05,3.276384734354603978e+00,3.272044236610117895e+00,3.241354454218314363e+00,3.185158462934293055e+00,3.263802744530575062e+00,3.261877151263333108e+00,3.661457188315088374e+00
3.560000000000000000e+05,3.278119061542267954e+00,3.274876005407461044e+00,3.243326200108245683e+00,3.187479148976099630e+00,3.267608523450651337e+00,3.264364307551808508e+00,3.665470144875124348e+00
3.570000000000000000e+05,3.280979550592209915e+00,3.277464034518733804e+00,3.246937722168119045e+00,3.189440103445524421e+00,3.269341799529595693e+00,3.265815338730940542e+00,3.669477889228737411e+00
3.580000000000000000e+05,3.283794048541497812e+00,3.280135910366653196e+00,3.249968658819089473e+00,3.191434472100003639e+00,3.271176602700816893e+00,3.267895775625580868e+00,3.673480437861006642e+00
3.590000000000000000e+05,3.287365648103990345e+00,3.282453874089519275e+00,3.252445911615459817e+00,3.193954270904759252e+00,3.274217806541546594e+00,3.271626826899984852e+00,3.677477807171975588e+00
3.600000000000000000e+05,3.290493548978665306e+00,3.285330437349422095e+00,3.254215578960605981e+00,3.195687246233811507e+00,3.276325294876984096e+00,3.273566075490897731e+00,3.681470013477269987e+00
3.610000000000000000e+05,3.292810887932377639e+00,3.287557331726011167e+00,3.256038073207541572e+00,3.199998886495461381e+00,3.278459459444668767e+00,3.275574074913196743e+00,3.685457073008708395e+00
3.620000000000000000e+05,3.295218266688747288e+00,3.290607925454974936e+00,3.258806535817206917e+00,3.203075920061614124e+00,3.282491073971204987e+00,3.278201395074205937e+00,3.689439001914907923e+00
3.630000000000000000e+05,3.297447996125455916e+00,3.293203641886980559e+00,3.261355471279712592e+00,3.207311723106275991e+00,3.285922153564780679e+00,3.280851538453634753e+00,3.693415816261883311e+00
3.640000000000000000e+05,3.300311045969364532e+00,3.294908027060774458e+00,3.263509558238900432e+00,3.211767600783436816e+00,3.289738800210570080e+00,3.284940216846506722e+00,3.697387532033641122e+00
3.650000000000000000e+05,3.303216160961338410e+00,3.297353680636359030e+00,3.265993713052175895e+00,3.215274937890277407e+00,3.293597634101873339e+00,3.287425868598049306e+00,3.701354165132769047e+00
3.660000000000000000e+05,3.305267835594188242e+00,3.299682925941953560e+00,3.269604389600820671e+00,3.217292112567479379e+00,3.296098195563699651e+00,3.291384361129008340e+00,3.705315731381017663e+00
3.670000000000000000e+05,3.308547191741063820e+00,3.303238392709340498e+00,3.272718494416935187e+00,3.220596299115444427e+00,3.299218865278974899e+00,3.293491434560124720e+00,3.709272246519878191e+00
3.680000000000000000e+05,3.310777604089873538e+00,3.306731841065715827e+00,3.276278511242775249e+00,3.223722313059658173e+00,3.301952751543808073e+00,3.297942711748434785e+00,3.713223726211155817e+00
3.690000000000000000e+05,3.313229892868421178e+00,3.309242743654647878e+00,3.278453257490477224e+00,3.225345298875594402e+00,3.304031349314985988e+00,3.301135890162511632e+00,3.717170186037534574e+00
3.700000000000000000e+05,3.315562319250997536e+00,3.311736802049015882e+00,3.281343956965744102e+00,3.229639743163459809e+00,3.305994516916828996e+00,3.303252902604877583e+00,3.721111641503140888e+00
3.710000000000000000e+05,3.318903615207251523e+00,3.314276796829692895e+00,3.283847314152263053e+00,3.232255914980556977e+00,3.308256285181097045e+00,3.306155942155644123e+00,3.725048108034098693e+00
3.720000000000000000e+05,3.321227685562570642e+00,3.317615566090010404e+00,3.285908007366687311e+00,3.235507864973397929e+00,3.309974686515991138e+00,3.309064800243982862e+00,3.728979600979081876e+00
3.730000000000000000e+05,3.323171497310505096e+00,3.320030849937400941e+00,3.289841713119383559e+00,3.237830726240359169e+00,3.312425227017460561e+00,3.311899211332414605e+00,3.732906135609859177e+00
3.740000000000000000e+05,3.326518313802279359e+00,3.322630474355293462e+00,3.292189162310631190e+00,3.239586833744293681e+00,3.314909524409669128e+00,3.315685893315109212e+00,3.736827727121836862e+00
3.750000000000000000e+05,3.329113895121889932e+00,3.324560728339026827e+00,3.294636842814165245e+00,3.241448829273692045e+00,3.317028326726287890e+00,3.317250576451316046e+00,3.740744390634594296e+00
3.760000000000000000e+05,3.331245215889949485e+00,3.326808070160333308e+00,3.297501594618053922e+00,3.244201931636817360e+00,3.319376242032879620e+00,3.319390144756593219e+00,3.744656141192415078e+00
3.770000000000000000e+05,3.333958134667666773e+00,3.328260194677993944e+00,3.301449146639241938e+00,3.246407311888452440e+00,3.322733764572205928e+00,3.323134357533459315e+00,3.748562993764814166e+00
3.780000000000000000e+05,3.337871577927513655e+00,3.330788509815338916e+00,3.304599665976766243e+00,3.248865845798420082e+00,3.324195247698649602e+00,3.327561282833392475e+00,3.752464963247059249e+00
3.790000000000000000e+05,3.339991353728672951e+00,3.334576600431898630e+00,3.307118260536277887e+00,3.252672481555588746e+00,3.325900428209009441e+00,3.329859531333507316e+00,3.756362064460688099e+00
3.800000000000000000e+05,3.341790195586307188e+00,3.336951200010848329e+00,3.310106722245536925e+00,3.254827929677997833e+00,3.328104219052158363e+00,3.332214182032277261e+00,3.760254312154020617e+00
3.810000000000000000e+05,3.344248454534003212e+00,3.339771217459218455e+00,3.312370383966283249e+00,3.258341052948759753e+00,3.330156475960667883e+00,3.336554083000450976e+00,3.764141721002667307e+00
3.820000000000000000e+05,3.346830878901855932e+00,3.342749368495204099e+00,3.314484567814228733e+00,3.260678739034079232e+00,3.332795276923294026e+00,3.339138455279060391e+00,3.768024305610031544e+00
3.830000000000000000e+05,3.349273605865533021e+00,3.344358740928861540e+00,3.317045090718040434e+00,3.263892060204469647e+00,3.335363012151488338e+00,3.341437518165429221e+00,3.771902080507808730e+00
3.840000000000000000e+05,3.351800579088166643e+00,3.347162486278645765e+00,3.320899662965908217e+00,3.266710926400600901e+00,3.336688239934641143e+00,3.343373076450548265e+00,3.775775060156480123e+00
3.850000000000000000e+05,3.353405717347330839e+00,3.349260427681177266e+00,3.323571204279227143e+00,3.269904326483715984e+00,3.339396735069229294e+00,3.344967681636053847e+00,3.779643258945803108e+00
3.860000000000000000e+05,3.355927221594884102e+00,3.351729296147642589e+00,3.326704109991279523e+00,3.274044731430452160e+00,3.344657349473151520e+00,3.347785512706006994e+00,3.783506691195295701e+00
3.870000000000000000e+05,3.358908981346163003e+00,3.355461855209403765e+00,3.331306701743127707e+00,3.277040560403680303e+00,3.346728083504728168e+00,3.351528812668167490e+00,3.787365371154719274e+00
3.880000000000000000e+05,3.363178582450736087e+00,3.359333385378703518e+00,3.333770169012083340e+00,3.279896197141302316e+00,3.349558404791312505e+00,3.354170799273004544e+00,3.791219313004553282e+00
3.890000000000000000e+05,3.365365079992834740e+00,3.362548049130212213e+00,3.336317701464216690e+00,3.282938699412185635e+00,3.352199281924711727e+00,3.356496999317263530e+00,3.795068530856468669e+00
3.900000000000000000e+05,3.368061991235022035e+00,3.364564261827756919e+00,3.339438513001920850e+00,3.284832384673062045e+00,3.357084000196197238e+00,3.359201391749003562e+00,3.798913038753797267e+00
